Frame; Current Time;Blob Count; Blob ID; BPos X; BPos Y; BDepth; Hand ID; HPos X; HPos Y; HDepth;
126;03/11/2013  08:29:06;2;3;611;284;123;-;-;-;-
126;03/11/2013  08:29:06;2;2;594;222;121;-;-;-;-
128;03/11/2013  08:29:06;2;3;611;284;123;-;-;-;-
128;03/11/2013  08:29:06;2;2;616;215;153;-;-;-;-
130;03/11/2013  08:29:06;2;3;611;284;123;-;-;-;-
130;03/11/2013  08:29:06;2;2;605;190;172;-;-;-;-
