Region;#Frame;ID;Left;Width;Depth
0;134;0;608;8;255
0;136;1;608;4;255
0;137;2;512;8;255
0;137;3;532;8;255
0;137;4;576;4;255
0;138;5;504;16;255
0;139;6;496;24;255
0;139;7;552;4;255
0;139;8;564;8;255
0;140;9;496;16;255
0;140;10;528;8;255
0;140;11;548;12;255
0;141;12;484;28;255
0;141;13;516;8;255
0;141;14;532;8;255
0;142;15;500;24;255
0;142;16;528;8;255
0;143;17;500;28;255
0;143;18;608;4;255
0;144;19;492;32;255
0;144;20;564;12;255
0;144;21;608;8;255
0;145;22;488;32;255
0;145;23;564;8;255
0;146;24;464;8;255
0;146;25;480;48;255
0;146;26;532;12;255
0;146;27;548;4;255
0;146;28;560;12;255
0;147;29;452;12;255
0;147;30;480;28;255
0;147;31;548;4;255
0;147;32;564;12;255
0;148;33;452;36;255
0;148;34;560;16;255
0;149;35;452;12;255
0;149;36;480;12;255
0;149;37;552;4;255
0;149;38;564;8;255
0;150;39;460;4;255
0;150;40;480;4;255
0;151;41;368;4;255
0;151;42;400;12;255
0;151;43;420;8;255
0;151;44;524;8;255
0;152;45;352;12;255
0;152;46;472;4;255
0;152;47;512;4;255
0;152;48;520;16;255
0;153;49;340;4;255
0;153;50;388;8;255
0;153;51;468;8;255
0;153;52;480;40;255
0;154;53;368;12;255
0;154;54;384;12;255
0;154;55;456;32;255
0;155;56;352;28;255
0;155;57;448;28;255
0;156;58;340;40;255
0;156;59;388;4;255
0;156;60;432;12;255
0;156;61;452;24;255
0;157;62;308;4;255
0;157;63;336;40;255
0;157;64;408;4;255
0;157;65;420;12;255
0;157;66;440;8;255
0;157;67;452;4;255
0;157;68;464;12;255
0;158;69;324;56;255
0;158;70;392;4;255
0;158;71;416;16;255
0;158;72;436;8;255
0;158;73;456;4;255
0;158;74;472;4;255
0;159;75;308;68;255
0;159;76;416;12;255
0;159;77;440;4;255
0;159;78;456;4;255
0;160;79;284;4;255
0;160;80;300;4;255
0;160;81;308;56;255
0;160;82;372;16;255
0;160;83;396;4;255
0;160;84;404;8;255
0;160;85;424;8;255
0;160;86;444;4;255
0;161;87;304;16;255
0;161;88;324;24;255
0;161;89;352;8;255
0;161;90;372;12;255
0;161;91;388;12;255
0;161;92;416;4;255
0;162;93;308;16;255
0;162;94;340;4;255
0;162;95;356;8;255
0;162;96;368;32;255
0;162;97;404;4;255
0;163;98;336;56;255
0;164;99;308;12;255
0;164;100;328;64;255
0;165;101;304;80;255
0;165;102;388;4;255
0;166;103;256;16;255
0;166;104;304;80;255
0;167;105;256;8;255
0;167;106;296;84;255
0;168;107;244;24;255
0;168;108;280;96;255
0;169;109;228;8;255
0;169;110;288;76;255
0;170;111;184;4;255
0;170;112;192;8;255
0;170;113;284;4;255
0;170;114;292;28;255
0;170;115;336;8;255
0;171;116;180;4;255
0;171;117;188;4;255
0;171;118;292;24;255
0;172;119;228;4;255
0;172;120;280;4;255
0;173;121;196;12;255
0;173;122;220;4;255
0;173;123;228;24;255
0;174;124;192;12;255
0;174;125;212;36;255
0;175;126;184;8;255
0;175;127;196;20;255
0;175;128;220;4;255
0;176;129;180;36;255
0;177;130;168;40;255
0;178;131;164;32;255
0;179;132;176;8;255
0;180;133;120;4;255
0;180;134;164;8;255
0;181;135;196;4;255
0;181;136;208;4;255
0;182;137;188;4;255
0;183;138;140;4;255
0;183;139;180;20;255
0;184;140;140;12;255
0;184;141;160;16;255
0;184;142;180;24;255
0;185;143;112;4;255
0;185;144;140;4;255
0;185;145;164;40;255
0;186;146;104;8;255
0;186;147;144;16;255
0;186;148;164;40;255
0;187;149;32;12;255
0;187;150;140;12;255
0;187;151;164;32;255
0;188;152;108;4;255
0;188;153;116;4;255
0;188;154;148;12;255
0;188;155;164;12;255
0;188;156;180;12;255
0;189;157;16;8;255
0;189;158;164;12;255
0;190;159;8;4;255
0;190;160;20;4;255
0;190;161;132;4;255
0;190;162;160;4;255
0;191;163;8;4;255
0;193;164;28;4;255
0;193;165;36;4;255
0;193;166;72;4;255
0;194;167;32;12;255
0;195;168;20;24;255
0;196;169;12;12;255
0;197;170;8;16;255
0;198;171;8;8;255
0;198;172;20;20;255
0;199;173;8;16;255
0;200;174;8;8;255
0;201;175;8;16;255
0;201;176;32;4;255
0;204;177;12;12;255
0;279;178;24;8;255
0;281;179;20;12;255
0;282;180;16;20;255
0;283;181;24;4;255
0;296;182;148;4;255
0;298;183;140;4;255
0;300;184;120;8;255
0;300;185;184;4;255
0;301;186;176;12;255
0;302;187;108;4;255
0;302;188;148;4;255
0;302;189;168;28;255
0;303;190;168;4;255
0;303;191;180;24;255
0;304;192;176;28;255
0;304;193;208;4;255
0;305;194;180;28;255
0;306;195;180;24;255
0;306;196;208;4;255
0;307;197;180;24;255
0;307;198;208;4;255
0;308;199;184;28;255
0;309;200;100;4;255
0;309;201;188;24;255
0;310;202;96;4;255
0;310;203;196;8;255
0;311;204;180;4;255
0;311;205;188;16;255
0;311;206;212;4;255
0;312;207;188;16;255
0;313;208;192;12;255
0;313;209;228;4;255
0;314;210;228;4;255
0;314;211;240;4;255
0;315;212;228;4;255
0;316;213;228;4;255
0;317;214;228;4;255
0;319;215;148;4;255
0;320;216;164;40;255
0;320;217;308;4;255
0;321;218;188;32;255
0;321;219;244;8;255
0;321;220;304;16;255
0;322;221;240;8;255
0;322;222;308;12;255
0;323;223;228;4;255
0;323;224;236;4;255
0;323;225;304;28;255
0;324;226;172;20;255
0;324;227;224;20;255
0;324;228;308;12;255
0;324;229;324;20;255
0;325;230;172;28;255
0;325;231;228;4;255
0;325;232;256;8;255
0;325;233;308;36;255
0;326;234;168;4;255
0;326;235;176;36;255
0;326;236;216;16;255
0;326;237;240;4;255
0;326;238;304;48;255
0;327;239;184;32;255
0;327;240;228;4;255
0;327;241;304;52;255
0;328;242;196;28;255
0;328;243;308;52;255
0;329;244;208;24;255
0;329;245;280;8;255
0;329;246;304;60;255
0;329;247;368;4;255
0;330;248;212;8;255
0;330;249;224;8;255
0;330;250;296;4;255
0;330;251;304;60;255
0;330;252;368;4;255
0;331;253;228;4;255
0;331;254;292;8;255
0;331;255;304;68;255
0;332;256;296;84;255
0;333;257;260;8;255
0;333;258;292;8;255
0;333;259;304;72;255
0;334;260;240;8;255
0;334;261;304;72;255
0;335;262;252;4;255
0;335;263;296;84;255
0;336;264;308;68;255
0;337;265;312;8;255
0;337;266;324;52;255
0;338;267;292;12;255
0;338;268;316;4;255
0;338;269;324;44;255
0;338;270;372;8;255
0;339;271;296;8;255
0;339;272;328;52;255
0;340;273;252;8;255
0;340;274;328;48;255
0;341;275;256;8;255
0;341;276;340;36;255
0;342;277;256;4;255
0;342;278;340;36;255
0;343;279;348;32;255
0;344;280;348;32;255
0;345;281;296;8;255
0;345;282;312;24;255
0;345;283;340;4;255
0;345;284;352;28;255
0;346;285;268;4;255
0;346;286;296;84;255
0;347;287;304;76;255
0;348;288;300;80;255
0;349;289;300;64;255
0;349;290;368;16;255
0;350;291;296;84;255
0;351;292;304;76;255
0;352;293;304;60;255
0;352;294;372;8;255
0;353;295;308;32;255
0;353;296;348;32;255
0;354;297;308;60;255
0;354;298;372;8;255
0;355;299;312;68;255
0;356;300;308;40;255
0;356;301;352;28;255
0;357;302;312;36;255
0;357;303;360;4;255
0;357;304;368;8;255
0;358;305;312;36;255
0;358;306;368;12;255
0;359;307;316;36;255
0;359;308;368;12;255
0;360;309;320;36;255
0;360;310;360;4;255
0;360;311;368;16;255
0;360;312;436;8;255
0;361;313;324;32;255
0;361;314;360;4;255
0;361;315;368;16;255
0;361;316;440;4;255
0;362;317;324;40;255
0;362;318;368;16;255
0;362;319;444;8;255
0;363;320;324;40;255
0;363;321;368;16;255
0;363;322;452;12;255
0;364;323;324;40;255
0;364;324;372;8;255
0;364;325;448;16;255
0;365;326;328;40;255
0;365;327;372;8;255
0;365;328;456;4;255
0;365;329;464;4;255
0;366;330;328;40;255
0;366;331;452;12;255
0;367;332;328;44;255
0;367;333;464;4;255
0;368;334;332;32;255
0;368;335;464;12;255
0;369;336;332;32;255
0;369;337;464;16;255
0;369;338;492;4;255
0;369;339;500;4;255
0;370;340;332;32;255
0;370;341;428;4;255
0;370;342;472;12;255
0;370;343;496;12;255
0;371;344;336;28;255
0;371;345;480;8;255
0;371;346;496;12;255
0;372;347;340;24;255
0;372;348;468;8;255
0;372;349;488;8;255
0;373;350;352;12;255
0;373;351;464;4;255
0;373;352;476;20;255
0;373;353;500;4;255
0;374;354;476;4;255
0;374;355;488;16;255
0;375;356;452;4;255
0;375;357;488;20;255
0;376;358;460;4;255
0;376;359;468;8;255
0;376;360;488;20;255
0;377;361;456;8;255
0;377;362;472;8;255
0;377;363;484;28;255
0;378;364;476;40;255
0;379;365;444;4;255
0;379;366;464;12;255
0;379;367;480;24;255
0;379;368;512;12;255
0;380;369;468;40;255
0;380;370;512;4;255
0;381;371;472;36;255
0;381;372;512;4;255
0;382;373;468;52;255
0;383;374;468;56;255
0;384;375;464;4;255
0;384;376;476;48;255
0;385;377;468;4;255
0;385;378;476;4;255
0;385;379;484;40;255
0;385;380;536;4;255
0;386;381;480;44;255
0;386;382;532;4;255
0;387;383;468;4;255
0;387;384;480;28;255
0;387;385;524;12;255
0;387;386;544;4;255
0;388;387;468;4;255
0;388;388;488;20;255
0;388;389;512;8;255
0;388;390;552;4;255
0;389;391;496;24;255
0;389;392;536;8;255
0;389;393;548;4;255
0;390;394;492;16;255
0;390;395;512;12;255
0;390;396;564;8;255
0;391;397;496;28;255
0;391;398;568;4;255
0;392;399;500;20;255
0;392;400;560;8;255
0;392;401;572;4;255
0;393;402;496;16;255
0;393;403;516;4;255
0;394;404;500;4;255
0;394;405;568;8;255
0;395;406;500;4;255
0;395;407;520;4;255
0;396;408;552;4;255
0;396;409;596;4;255
0;397;410;576;8;255
0;397;411;588;4;255
0;397;412;596;4;255
0;398;413;592;16;255
0;399;414;580;4;255
0;399;415;600;4;255
0;400;416;528;12;255
0;400;417;576;4;255
0;400;418;596;8;255
0;402;419;616;4;255
0;467;420;136;8;255
0;468;421;128;4;255
0;468;422;180;12;255
0;468;423;196;4;255
0;469;424;188;4;255
0;469;425;196;4;255
0;470;426;180;12;255
0;471;427;140;4;255
0;472;428;136;8;255
0;473;429;136;8;255
0;473;430;152;16;255
0;473;431;176;12;255
0;474;432;164;4;255
0;474;433;176;16;255
0;475;434;164;44;255
0;476;435;176;28;255
0;477;436;180;24;255
0;478;437;192;12;255
0;479;438;152;4;255
0;479;439;248;4;255
0;480;440;136;4;255
0;481;441;148;4;255
0;482;442;140;4;255
0;483;443;180;12;255
0;484;444;180;24;255
0;485;445;180;24;255
0;486;446;180;24;255
0;486;447;304;4;255
0;487;448;184;20;255
0;488;449;192;12;255
0;488;450;316;8;255
0;489;451;196;8;255
0;489;452;328;8;255
0;490;453;312;8;255
0;490;454;324;24;255
0;491;455;312;4;255
0;491;456;324;28;255
0;492;457;336;12;255
0;492;458;352;12;255
0;493;459;340;12;255
0;493;460;360;4;255
0;493;461;368;12;255
0;494;462;352;12;255
0;494;463;368;12;255
0;495;464;372;8;255
0;496;465;368;8;255
0;497;466;372;4;255
0;511;467;336;12;255
0;512;468;340;4;255
0;513;469;340;8;255
0;514;470;340;8;255
0;515;471;340;8;255
0;516;472;344;4;255
0;522;473;504;4;255
0;523;474;496;8;255
0;524;475;496;16;255
0;525;476;500;20;255
0;526;477;496;20;255
0;527;478;496;28;255
0;528;479;500;4;255
0;528;480;508;16;255
0;529;481;500;4;255
0;529;482;516;8;255
0;529;483;528;4;255
0;529;484;556;4;255
0;530;485;520;16;255
0;530;486;544;12;255
0;531;487;520;8;255
0;531;488;532;12;255
0;531;489;556;4;255
0;532;490;520;4;255
0;532;491;528;24;255
0;533;492;528;8;255
0;533;493;552;4;255
0;533;494;572;4;255
0;534;495;532;20;255
0;534;496;568;8;255
0;535;497;528;8;255
0;536;498;544;16;255
0;537;499;524;4;255
0;537;500;552;8;255
0;538;501;528;16;255
0;538;502;548;4;255
0;538;503;556;4;255
0;539;504;520;8;255
0;539;505;536;12;255
0;540;506;520;24;255
0;541;507;524;28;255
0;542;508;548;4;255
0;543;509;532;8;255
0;545;510;524;4;255
0;546;511;524;8;255
0;547;512;528;16;255
0;547;513;548;4;255
0;548;514;528;12;255
0;548;515;544;4;255
0;549;516;528;16;255
0;549;517;628;4;255
0;550;518;528;4;255
0;550;519;536;8;255
0;552;520;540;4;255
0;553;521;628;4;255
0;559;522;636;4;255
0;561;523;628;4;255
0;562;524;636;4;255
0;817;525;512;4;255
0;818;526;492;16;255
0;819;527;500;12;255
0;820;528;508;4;255
0;821;529;556;4;255
0;823;530;536;8;255
0;824;531;500;4;255
0;824;532;512;16;255
0;825;533;404;8;255
0;825;534;500;8;255
0;825;535;512;16;255
0;825;536;532;4;255
0;825;537;544;12;255
0;826;538;392;12;255
0;826;539;492;16;255
0;826;540;516;20;255
0;826;541;540;12;255
0;827;542;384;8;255
0;827;543;468;4;255
0;827;544;496;12;255
0;827;545;520;8;255
0;827;546;532;4;255
0;828;547;468;4;255
0;828;548;496;8;255
0;828;549;524;4;255
0;831;550;352;12;255
0;831;551;368;4;255
0;831;552;528;12;255
0;832;553;340;28;255
0;832;554;372;4;255
0;832;555;524;4;255
0;832;556;532;16;255
0;833;557;328;36;255
0;833;558;368;12;255
0;833;559;440;8;255
0;833;560;520;24;255
0;834;561;324;52;255
0;834;562;424;8;255
0;834;563;436;8;255
0;834;564;524;4;255
0;834;565;532;16;255
0;835;566;316;4;255
0;835;567;324;48;255
