Region;#Frame;ID;Left;Width;Depth
0;2346;884;1664;144;127
0;2346;885;1824;176;127
0;2346;886;2048;80;127
0;2346;887;2176;32;127
0;2346;888;2240;16;127
0;2346;889;2288;32;127
0;2347;890;912;80;127
0;2347;891;1008;112;127
0;2347;892;1152;64;127
0;2347;893;1616;16;127
0;2347;894;1664;352;127
0;2347;895;2048;80;127
0;2347;896;2176;32;127
0;2347;897;2240;16;127
0;2348;898;768;32;127
0;2348;899;816;64;127
0;2348;900;912;208;127
0;2348;901;1584;64;127
0;2348;902;1664;320;127
0;2348;903;2016;16;127
0;2348;904;2048;80;127
0;2348;905;2192;16;127
0;2349;906;736;64;127
0;2349;907;816;64;127
0;2349;908;944;48;127
0;2349;909;1008;32;127
0;2349;910;1584;400;127
0;2349;911;2048;16;127
0;2350;912;688;32;127
0;2350;913;768;32;127
0;2350;914;816;64;127
0;2350;915;1440;16;127
0;2350;916;1472;16;127
0;2350;917;1568;80;127
0;2350;918;1664;144;127
0;2350;919;1856;32;127
0;2350;920;1904;16;127
0;2350;921;1952;16;127
0;2351;922;816;32;127
0;2351;923;1504;128;127
0;2351;924;1664;64;127
0;2351;925;1744;16;127
0;2351;926;1776;16;127
0;2352;927;1376;224;127
0;2352;928;1616;16;127
0;2353;929;1264;16;127
0;2353;930;1328;176;127
0;2354;931;1264;32;127
0;2354;932;1312;144;127
0;2355;933;1264;32;127
0;2358;934;736;16;127
0;2358;935;768;16;127
0;2359;936;608;32;127
0;2359;937;672;48;127
0;2359;938;736;32;127
0;2360;939;416;32;127
0;2361;940;240;144;127
0;2361;941;416;16;127
0;2362;942;240;96;127
0;2362;943;352;16;127
0;2362;944;400;16;127
0;2382;945;2304;16;127
0;2383;946;2288;32;127
0;2386;947;2432;16;127
0;2390;948;2064;16;127
0;2394;949;2304;16;127
0;2537;950;2416;16;127
0;2537;951;2448;80;127
0;2537;952;2544;16;127
0;2538;953;2416;144;127
0;2539;954;2400;128;127
0;2539;955;2544;16;127
0;2540;956;2336;32;127
0;2540;957;2400;160;127
0;2541;958;2256;16;127
0;2541;959;2352;16;127
0;2541;960;2416;144;127
0;2542;961;2336;224;127
0;2543;962;2288;272;127
0;2544;963;2224;336;148
0;2545;964;2176;384;127
0;2546;965;2144;416;137
0;2547;966;1984;16;136
0;2547;967;2064;16;136
0;2547;968;2096;16;136
0;2547;969;2144;416;136
0;2548;970;1968;48;169
0;2548;971;2096;464;169
0;2549;972;1824;32;208
0;2549;973;1872;64;208
0;2549;974;1968;592;208
0;2550;975;1824;736;216
0;2551;976;1712;16;127
0;2551;977;1808;752;127
0;2552;978;1744;816;127
